totalprice,xiaoqu,hux,mianji,chaoxiang,zhaungxiu,,dizhi,following,alreadylooked,fabu
245万,翠苑三区  , 2室1厅 , 57.94平米 , 南 北 , 精装 ,,  翠苑,53人关注 , 共10次带看 , 9个月以前发布
715万,嘉绿西苑  , 5室3厅 , 135.27平米 , 南 , 简装 ,,  嘉绿,6人关注 , 共0次带看 , 9个月以前发布
500万,新世纪花苑  , 6室3厅 , 189平米 , 南 北 , 简装 ,,  三墩,21人关注 , 共0次带看 , 9个月以前发布
830万,融创瑷骊山  , 4室2厅 , 189.32平米 , 南 , 精装 ,,  转塘,11人关注 , 共0次带看 , 9个月以前发布
430万,丹桂公寓  , 3室2厅 , 85.81平米 , 南 北 , 精装 ,,  文三西路,28人关注 , 共1次带看 , 9个月以前发布
430万,丹桂公寓  , 3室2厅 , 85.81平米 , 南 , 精装 ,,  文三西路,11人关注 , 共1次带看 , 9个月以前发布
700万,金都新城  , 5室1厅 , 207.62平米 , 南 , 精装 ,,  文三西路,20人关注 , 共0次带看 , 9个月以前发布
480万,白马尊邸  , 3室2厅 , 142.3平米 , 南 , 简装 ,,  三墩,9人关注 , 共0次带看 , 9个月以前发布
700万,颐景园  , 4室2厅 , 183平米 , 南 , 精装 ,,  文三西路,16人关注 , 共0次带看 , 8个月以前发布
910万,金帝花园   , 联排别墅 , 4室2厅 , 168.41平米 , 南 北 , 无电梯,  三墩,19人关注 , 共0次带看 , 7个月以前发布
830万,朗郡庭园  , 5室2厅 , 255.8平米 , 南 , 精装 ,,  转塘,14人关注 , 共0次带看 , 7个月以前发布
540万,樱花小筑  , 4室3厅 , 156.07平米 , 南 , 精装 ,,  转塘,3人关注 , 共0次带看 , 7个月以前发布
750万,嘉绿莲苑  , 4室2厅 , 163.67平米 , 南 , 其他 ,,  嘉绿,8人关注 , 共0次带看 , 7个月以前发布
1150万,星洲花园白沙佛庭   , 联排别墅 , 3室2厅 , 149.23平米 , 南 , 无电梯,  文一西路,4人关注 , 共0次带看 , 7个月以前发布
1250万,公元沐桥  , 4室2厅 , 274.09平米 , 南 北 , 其他 ,,  之江,2人关注 , 共0次带看 , 7个月以前发布
480万,中海定山府  , 4室2厅 , 175平米 , 南 , 毛坯 ,,  转塘,9人关注 , 共0次带看 , 6个月以前发布
510万,中海定山府  , 4室2厅 , 162.52平米 , 南 , 精装 ,,  转塘,11人关注 , 共0次带看 , 6个月以前发布
600万,月桂花园  , 3室2厅 , 126.63平米 , 南 , 精装,,  文三西路,31人关注 , 共0次带看 , 5个月以前发布
960万,中海定山府  , 4室1厅 , 260平米 , 南 , 精装 ,,  转塘,6人关注 , 共0次带看 , 5个月以前发布
620万,樱花小筑   , 叠拼别墅 , 4室1厅 , 177.37平米 , 南 , 无电梯,  转塘,14人关注 , 共0次带看 , 3个月以前发布
410万,中海西溪华府  , 3室2厅 , 89平米 , 南 北 , 精装 ,,  西溪,19人关注 , 共10次带看 , 3个月以前发布
916万,耀江文萃苑  , 4室2厅 , 152.55平米 , 南 , 精装 ,,  文教,2人关注 , 共0次带看 , 2个月以前发布
310万,翰墨香林苑  , 3室2厅 , 144.96平米 , 南 , 简装 ,,  小和山,18人关注 , 共0次带看 , 一年前发布
358万,绿城之江1号  , 2室1厅 , 79.78平米 , 南 , 简装 ,,  转塘,4人关注 , 共2次带看 , 5个月以前发布
560万,冠苑小区  , 2室2厅 , 87.73平米 , 南 北 , 简装 ,,  申花,4人关注 , 共0次带看 , 1个月以前发布
310万,广宇西城年华  , 2室2厅 , 56.99平米 , 东 , 简装 ,,  申花,3人关注 , 共0次带看 , 1个月以前发布
400万,之江九里  , 2室1厅 , 89.41平米 , 南 , 精装 ,,  之江,1人关注 , 共0次带看 , 1个月以前发布
375万,金地自在城  , 3室2厅 , 88.89平米 , 南 北 , 精装 ,,  三墩,7人关注 , 共0次带看 , 31天以前发布
400万,新安嘉苑  , 2室1厅 , 96.07平米 , 南 , 其他 ,,  文三西路,3人关注 , 共0次带看 , 26天以前发布
440万,下宁巷  , 1室1厅 , 42.71平米 , 南 , 简装 ,,  学军,19人关注 , 共0次带看 , 一年前发布
218万,翠苑一区  , 1室1厅 , 43.69平米 , 南 北 , 精装 ,,  翠苑,26人关注 , 共0次带看 , 10个月以前发布
340万,龙都大厦  , 2室2厅 , 113.81平米 , 南 北 , 简装 ,,  古荡,9人关注 , 共0次带看 , 9个月以前发布
380万,佳兆业玖珑山  , 3室2厅 , 129.48平米 , 南 , 毛坯 ,,  转塘,22人关注 , 共3次带看 , 9个月以前发布
220万,美都新村  , 1室1厅 , 52.55平米 , 南 北 , 简装 ,,  文三西路,12人关注 , 共0次带看 , 7个月以前发布
258万,东日晴好  , 2室2厅 , 89.95平米 , 南 , 简装 ,,  转塘,50人关注 , 共10次带看 , 6个月以前发布
200万,朗郡庭园  , 1室1厅 , 53.24平米 , 南 , 简装 ,,  转塘,27人关注 , 共0次带看 , 6个月以前发布
342万,世贸丽晶城  , 1室1厅 , 42.35平米 , 北 , 精装 ,,  九莲,12人关注 , 共0次带看 , 5个月以前发布
170万,华元天鹅堡  , 1室1厅 , 61.3平米 , 东 西 , 精装 ,,  文三西路,21人关注 , 共0次带看 , 一年前发布
425万,府苑新村  , 2室2厅 , 84.37平米 , 南 , 精装 ,,  文三西路,18人关注 , 共0次带看 , 一年前发布
418万,坤和西溪里  , 3室1厅 , 88.44平米 , 南 北 , 简装 ,,  西溪,27人关注 , 共4次带看 , 8个月以前发布
470万,星洲花园万黛兰居  , 2室1厅 , 78.34平米 , 南 北 , 简装 ,,  文一西路,16人关注 , 共4次带看 , 4个月以前发布
400万,金地自在城  , 3室2厅 , 88.79平米 , 南 , 精装 ,,  三墩,52人关注 , 共2次带看 , 一年前发布
400万,华门自由21世纪  , 2室1厅 , 103.08平米 , 南 , 精装 ,,  文教,28人关注 , 共1次带看 , 一年前发布
260万,润达花园  , 3室2厅 , 89.34平米 , 南 北 , 精装 ,,  三墩,235人关注 , 共4次带看 , 10个月以前发布
730万,松木场河东  , 4室2厅 , 123.42平米 , 南 , 精装 ,,  黄龙,12人关注 , 共0次带看 , 10个月以前发布
770万,景城花园  , 4室2厅 , 153.9平米 , 南 北 , 精装 ,,  翠苑,17人关注 , 共2次带看 , 9个月以前发布
761万,嘉绿西苑  , 5室2厅 , 169.15平米 , 南 北 , 简装 ,,  嘉绿,9人关注 , 共0次带看 , 9个月以前发布
320万,金成花园  , 2室2厅 , 68.49平米 , 南 北 , 简装 ,,  文一西路,21人关注 , 共1次带看 , 9个月以前发布
850万,山水人家白沙岛  , 4室2厅 , 187平米 , 南 , 其他 ,,  文三西路,4人关注 , 共0次带看 , 8个月以前发布
870万,坤和西溪里  , 4室2厅 , 172平米 , 南 , 精装 ,,  西溪,8人关注 , 共0次带看 , 7个月以前发布
700万,紫金文苑  , 5室2厅 , 168.01平米 , 南 北 , 简装 ,,  申花,7人关注 , 共0次带看 , 7个月以前发布
800万,坤和和家园  , 4室2厅 , 197平米 , 南 北 , 简装 ,,  西溪,19人关注 , 共0次带看 , 7个月以前发布
670万,山水人家香溪地  , 3室2厅 , 141.5平米 , 南 北 , 简装 ,,  文三西路,4人关注 , 共0次带看 , 7个月以前发布
620万,金地自在城  , 5室1厅 , 149平米 , 南 , 精装 ,,  三墩,32人关注 , 共0次带看 , 7个月以前发布
850万,南都德迦西区  , 5室3厅 , 207.29平米 , 南 , 简装 ,,  文三西路,2人关注 , 共0次带看 , 7个月以前发布
1360万,西溪诚园明礼苑  , 3室2厅 , 151平米 , 南 北 , 精装 ,,  西溪,14人关注 , 共0次带看 , 6个月以前发布
560万,绿城兰桂花园  , 3室2厅 , 110.73平米 , 南 , 简装 ,,  文一西路,55人关注 , 共1次带看 , 6个月以前发布
1200万,西溪诚园知敬苑  , 4室2厅 , 205.95平米 , 南 北 , 精装 ,,  西溪,31人关注 , 共0次带看 , 6个月以前发布
430万,上郡  , 2室2厅 , 88.46平米 , 南 西南 , 精装 ,,  申花,4人关注 , 共5次带看 , 6个月以前发布
580万,翠苑五区  , 4室2厅 , 140.7平米 , 南 北 , 简装 ,,  翠苑,7人关注 , 共0次带看 , 6个月以前发布
330万,石灰桥新村  , 2室1厅 , 54平米 , 南 , 精装 ,,  文教,12人关注 , 共6次带看 , 5个月以前发布
750万,兰韵天城  , 4室2厅 , 194.02平米 , 南 , 精装 ,,  三墩,9人关注 , 共0次带看 , 5个月以前发布
577万,坤和和家园  , 4室2厅 , 138平米 , 南 , 精装 ,,  西溪,67人关注 , 共0次带看 , 5个月以前发布
800万,名仕家园  , 5室2厅 , 117.57平米 , 南 北 , 简装 ,,  文一西路,2人关注 , 共0次带看 , 5个月以前发布
289万,康乐新村  , 3室1厅 , 77.89平米 , 南 北 , 简装 ,,  文三西路,9人关注 , 共7次带看 , 4个月以前发布
310万,金地自在城  , 3室2厅 , 89.47平米 , 南 北 , 精装 ,,  三墩,116人关注 , 共5次带看 , 4个月以前发布
615万,紫金庭园  , 4室2厅 , 137.72平米 , 南 北 , 精装 ,,  文三西路,54人关注 , 共2次带看 , 9个月以前发布
280万,翠苑二区  , 2室1厅 , 57.13平米 , 东 南 北 , 精装 ,,  翠苑,6人关注 , 共0次带看 , 9个月以前发布
505万,山水人家美林泉  , 3室2厅 , 112平米 , 南 , 精装 ,,  文三西路,5人关注 , 共4次带看 , 29天以前发布
140万,嘉绿福苑  , 1室1厅 , 66.89平米 , 北 , 精装 ,,  嘉绿,203人关注 , 共1次带看 , 一年前发布
850万,求智弄  , 4室2厅 , 118.01平米 , 南 , 精装 ,,  学军,37人关注 , 共0次带看 , 一年前发布
165万,紫金庭园  , 2室1厅 , 68.74平米 , 南 北 , 精装 ,,  文三西路,460人关注 , 共1次带看 , 8个月以前发布
540万,嘉绿南苑  , 3室2厅 , 119平米 , 南 北 , 精装 ,,  嘉绿,16人关注 , 共0次带看 , 8个月以前发布
150万,华元天鹅堡  , 1室1厅 , 64.97平米 , 南 , 精装 ,,  文三西路,12人关注 , 共0次带看 , 7个月以前发布
980万,中大文锦苑  , 3室2厅 , 124.77平米 , 南 北 , 精装 ,,  学军,7人关注 , 共0次带看 , 6个月以前发布
760万,西溪河东  , 3室2厅 , 127.59平米 , 南 北 , 简装 ,,  学军,34人关注 , 共0次带看 , 一年前发布
251万,翠苑一区  , 2室2厅 , 49.15平米 , 南 , 精装 ,,  翠苑,78人关注 , 共0次带看 , 一年前发布
305万,沁雅花园  , 2室1厅 , 68.91平米 , 南 , 简装 ,,  文三西路,55人关注 , 共0次带看 , 一年前发布
395万,雅仕苑  , 3室1厅 , 72.5平米 , 南 北 , 精装 ,,  文一西路,94人关注 , 共1次带看 , 一年前发布
280万,亚洲城花园  , 2室1厅 , 82.19平米 , 南 , 精装 ,,  古荡,215人关注 , 共0次带看 , 一年前发布
260万,翠苑三区  , 3室1厅 , 66.43平米 , 东 南 北 , 简装 ,,  翠苑,44人关注 , 共0次带看 , 一年前发布
300万,中海定山府  , 2室1厅 , 86.56平米 , 南 , 简装 ,,  转塘,4人关注 , 共0次带看 , 一年前发布
225万,翠苑一区  , 2室1厅 , 49.35平米 , 南 , 精装 ,,  翠苑,175人关注 , 共1次带看 , 一年前发布
315万,嘉绿西苑  , 2室1厅 , 56.66平米 , 南 , 简装 ,,  嘉绿,63人关注 , 共1次带看 , 11个月以前发布
330万,梧桐燕庐  , 3室2厅 , 88.76平米 , 南 北 , 精装 ,,  转塘,61人关注 , 共0次带看 , 10个月以前发布
310万,紫金公寓  , 2室2厅 , 75.23平米 , 南 , 精装 ,,  文三西路,24人关注 , 共0次带看 , 9个月以前发布
530万,冠苑小区  , 2室2厅 , 78.66平米 , 南 , 简装 ,,  申花,65人关注 , 共0次带看 , 9个月以前发布
198万,枫华府第  , 1室1厅 , 46平米 , 南 , 精装 ,,  翠苑,152人关注 , 共3次带看 , 8个月以前发布
350万,金地自在城  , 3室1厅 , 88.62平米 , 南 , 精装 ,,  三墩,33人关注 , 共0次带看 , 7个月以前发布
425万,坤和和家园  , 2室1厅 , 88.66平米 , 南 北 , 精装 ,,  西溪,39人关注 , 共0次带看 , 7个月以前发布
283万,天苑花园  , 2室2厅 , 79.91平米 , 南 , 简装 ,,  翠苑,18人关注 , 共0次带看 , 6个月以前发布
350万,中海金溪园  , 3室2厅 , 89平米 , 南 , 精装 ,,  三墩,18人关注 , 共18次带看 , 28天以前发布
1200万,融创河滨之城  , 4室2厅 , 139平米 , 南 北 , 精装,,  西溪,53人关注 , 共0次带看 , 一年前发布
345万,上宁新村  , 2室1厅 , 48.15平米 , 南 北 , 简装 ,,  文三,17人关注 , 共3次带看 , 9个月以前发布
400万,万科星空  , 3室2厅 , 89.53平米 , 南 , 其他,,  西溪,53人关注 , 共13次带看 , 6个月以前发布
280万,松木场河东  , 2室1厅 , 41.88平米 , 南 , 简装 ,,  黄龙,25人关注 , 共3次带看 , 6个月以前发布
185万,世贸丽晶城欧美中心  , 1室1厅 , 53.6平米 , 南 , 精装 ,,  九莲,0人关注 , 共0次带看 , 25天以前发布
145万,留庄  , 1室1厅 , 56.34平米 , 南 , 精装 ,,  西溪,365人关注 , 共0次带看 , 一年前发布
185万,墩莳家园  , 2室2厅 , 63.67平米 , 南 , 毛坯,,  良渚,169人关注 , 共5次带看 , 6个月以前发布
170万,华元天鹅堡  , 1室1厅 , 61.82平米 , 东 , 精装 ,,  文三西路,12人关注 , 共0次带看 , 一年前发布
182万,华元天鹅堡  , 1室1厅 , 69.97平米 , 北 , 简装 ,,  文三西路,18人关注 , 共0次带看 , 一年前发布
188万,华元天鹅堡  , 1室1厅 , 61.42平米 , 南 , 简装 ,,  文三西路,9人关注 , 共0次带看 , 11个月以前发布
435万,溪畔花园  , 3室2厅 , 75.34平米 , 南 , 精装 ,,  文教,24人关注 , 共0次带看 , 8个月以前发布
430万,华苑公寓  , 3室1厅 , 64.75平米 , 南 , 简装 ,,  文一西路,0人关注 , 共0次带看 , 8个月以前发布
415万,马塍路11号  , 2室1厅 , 57.66平米 , 南 , 简装 ,,  文三,7人关注 , 共0次带看 , 8个月以前发布
310万,曙光路123号  , 2室1厅 , 52.84平米 , 南 , 简装,,  黄龙,23人关注 , 共0次带看 , 7个月以前发布
780万,西溪蝶园二期  , 3室2厅 , 136.98平米 , 南 , 精装 ,,  西溪,16人关注 , 共0次带看 , 6个月以前发布
350万,莲花新村西区  , 3室2厅 , 74.5平米 , 南 , 精装 ,,  文三西路,3人关注 , 共1次带看 , 6个月以前发布
340万,新世纪花苑  , 4室2厅 , 123.7平米 , 南 北 , 简装 ,,  三墩,23人关注 , 共0次带看 , 6个月以前发布
340万,金田花园  , 2室1厅 , 75.75平米 , 南 , 简装 ,,  文三西路,2人关注 , 共0次带看 , 5个月以前发布
500万,文二新村  , 2室1厅 , 57.26平米 , 南 北 , 简装 ,,  学军,34人关注 , 共0次带看 , 一年前发布
920万,中大文锦苑  , 3室2厅 , 119.15平米 , 南 , 精装 ,,  学军,15人关注 , 共2次带看 , 一年前发布
640万,政苑小区  , 3室2厅 , 138.57平米 , 南 , 精装 ,,  申花,33人关注 , 共2次带看 , 一年前发布
455万,嘉南公寓青藤居  , 2室1厅 , 76.11平米 , 南 , 精装 ,,  文一西路,98人关注 , 共0次带看 , 一年前发布
300万,香樟公寓  , 2室2厅 , 68.9平米 , 南 北 , 精装 ,,  文三西路,63人关注 , 共3次带看 , 11个月以前发布
315万,西苑小区(西湖)  , 4室1厅 , 85.3平米 , 南 , 简装 ,,  嘉绿,41人关注 , 共1次带看 , 10个月以前发布
480万,金都城市芯宇  , 1室1厅 , 71平米 , 南 , 精装 ,,  文教,13人关注 , 共0次带看 , 10个月以前发布
425万,香樟公寓  , 3室2厅 , 88.86平米 , 南 , 简装 ,,  文三西路,39人关注 , 共1次带看 , 10个月以前发布
660万,湖畔花园春晓苑  , 3室2厅 , 134平米 , 南 , 精装 ,,  文一西路,14人关注 , 共1次带看 , 9个月以前发布
405万,紫金公寓  , 3室2厅 , 110.03平米 , 南 , 简装 ,,  文三西路,13人关注 , 共1次带看 , 9个月以前发布
270万,翠苑一区  , 3室2厅 , 65.78平米 , 南 北 , 简装 ,,  翠苑,58人关注 , 共3次带看 , 9个月以前发布
650万,马塍路32号  , 3室2厅 , 99.54平米 , 南 , 精装 ,,  学军,76人关注 , 共4次带看 , 9个月以前发布
610万,紫桂花园  , 2室2厅 , 101.55平米 , 南 , 简装 ,,  文一西路,43人关注 , 共1次带看 , 8个月以前发布
660万,耀江文萃苑  , 3室2厅 , 114.35平米 , 南 , 精装 ,,  文教,32人关注 , 共1次带看 , 8个月以前发布
670万,新金都城市花园  , 3室2厅 , 120平米 , 南 , 简装 ,,  文一西路,6人关注 , 共1次带看 , 8个月以前发布
432万,沁雅花园  , 3室2厅 , 118.28平米 , 南 , 简装 ,,  文三西路,39人关注 , 共5次带看 , 8个月以前发布
270万,金成花园  , 2室2厅 , 57.72平米 , 南 北 , 精装 ,,  文一西路,52人关注 , 共1次带看 , 8个月以前发布
500万,文三新村  , 3室1厅 , 78.91平米 , 南 , 精装 ,,  文三,8人关注 , 共3次带看 , 8个月以前发布
330万,新安嘉苑  , 2室2厅 , 74.55平米 , 南 , 毛坯 ,,  文三西路,13人关注 , 共3次带看 , 8个月以前发布
249万,翠苑一区  , 2室1厅 , 54.49平米 , 南 北 , 精装 ,,  翠苑,21人关注 , 共1次带看 , 7个月以前发布
329万,文苑小区  , 3室1厅 , 81.81平米 , 南 北 , 简装 ,,  嘉绿,9人关注 , 共4次带看 , 7个月以前发布
550万,山水人家美林泉  , 3室2厅 , 137.21平米 , 南 , 精装 ,,  文三西路,18人关注 , 共6次带看 , 7个月以前发布
345万,邮电新村  , 2室1厅 , 54.09平米 , 南 , 简装 ,,  学军,40人关注 , 共2次带看 , 7个月以前发布
720万,坤和和家园  , 4室2厅 , 172.22平米 , 南 , 精装 ,,  西溪,18人关注 , 共5次带看 , 6个月以前发布
360万,西溪晴雪  , 3室1厅 , 90.12平米 , 南 北 , 精装 ,,  西溪,122人关注 , 共1次带看 , 6个月以前发布
360万,文三路103号  , 2室1厅 , 49.18平米 , 南 北 , 精装 ,,  文三,15人关注 , 共3次带看 , 6个月以前发布
470万,金地自在城  , 3室2厅 , 124.5平米 , 南 北 , 精装 ,,  三墩,17人关注 , 共5次带看 , 6个月以前发布
408万,曙光新村  , 3室1厅 , 57.38平米 , 南 , 简装 ,,  黄龙,9人关注 , 共3次带看 , 6个月以前发布
315万,九莲新村  , 3室1厅 , 76.3平米 , 南 北 , 毛坯 ,,  九莲,31人关注 , 共1次带看 , 5个月以前发布
460万,紫金文苑  , 2室2厅 , 86.36平米 , 南 , 其他 ,,  申花,6人关注 , 共2次带看 , 5个月以前发布
268万,桃源春居  , 2室2厅 , 75平米 , 南 , 其他 ,,  嘉绿,29人关注 , 共6次带看 , 5个月以前发布
385万,高教新村  , 2室1厅 , 75平米 , 南 , 简装 ,,  文一西路,17人关注 , 共4次带看 , 5个月以前发布
380万,嘉绿北苑  , 2室1厅 , 71.4平米 , 南 , 精装 ,,  嘉绿,13人关注 , 共2次带看 , 5个月以前发布
420万,坤和和家园  , 3室1厅 , 88.72平米 , 南 北 , 精装 ,,  西溪,17人关注 , 共1次带看 , 3个月以前发布
500万,下宁巷1号  , 3室1厅 , 62.79平米 , 南 , 其他 ,,  学军,1人关注 , 共0次带看 , 18天以前发布
300万,金地自在城  , 2室1厅 , 86.87平米 , 南 , 毛坯 ,,  三墩,7人关注 , 共0次带看 , 8个月以前发布
520万,求是村  , 3室1厅 , 76.62平米 , 南 , 精装 ,,  黄龙,9人关注 , 共7次带看 , 17天以前发布
960万,嘉南公寓吟泉居   , 联排别墅 , 4室2厅 , 177.81平米 , 南 , 无电梯,  文一西路,95人关注 , 共0次带看 , 一年前发布
518万,翠苑佳居  , 4室2厅 , 149.5平米 , 南 , 简装 ,,  翠苑,56人关注 , 共0次带看 , 一年前发布
215万,墩莳家园  , 2室2厅 , 82.3平米 , 南 , 简装,,  良渚,108人关注 , 共1次带看 , 一年前发布
865万,天河西苑  , 6室3厅 , 243.6平米 , 南 , 毛坯 ,,  文一西路,83人关注 , 共0次带看 , 9个月以前发布
370万,金地自在城  , 3室2厅 , 89平米 , 南 , 其他 ,,  三墩,5人关注 , 共1次带看 , 31天以前发布
869万,崇文公寓  , 2室2厅 , 115.77平米 , 南 北 , 简装 ,,  学军,17人关注 , 共0次带看 , 一年前发布
480万,莫干山路79号  , 3室1厅 , 93.9平米 , 南 , 精装 ,,  文三,7人关注 , 共0次带看 , 9个月以前发布
415万,天目山路323号省统计局宿舍  , 3室2厅 , 101.24平米 , 南 北 , 简装 ,,  文三西路,15人关注 , 共0次带看 , 9个月以前发布
180万,金地自在城  , 1室1厅 , 36.94平米 , 南 , 精装 ,,  三墩,42人关注 , 共3次带看 , 8个月以前发布
200万,华元天鹅堡  , 1室1厅 , 62.52平米 , 南 , 精装 ,,  文三西路,5人关注 , 共0次带看 , 6个月以前发布
329万,金都花园  , 2室2厅 , 77.3平米 , 南 , 精装 ,,  文三西路,5人关注 , 共0次带看 , 6个月以前发布
398万,华元天鹅堡  , 2室1厅 , 124平米 , 南 , 精装 ,,  文三西路,1人关注 , 共0次带看 , 4个月以前发布
340万,南都花园三区  , 2室2厅 , 76.21平米 , 南 , 简装 ,,  文一西路,3人关注 , 共0次带看 , 4个月以前发布
250万,润达花园  , 2室1厅 , 72.64平米 , 南 , 简装 ,,  三墩,47人关注 , 共3次带看 , 一年前发布
535万,嘉绿西苑  , 3室2厅 , 114平米 , 南 北 , 简装 ,,  嘉绿,28人关注 , 共0次带看 , 一年前发布
1100万,崇文公寓  , 3室2厅 , 124.16平米 , 南 北 , 精装 ,,  学军,22人关注 , 共0次带看 , 一年前发布
665万,马塍路33号  , 3室1厅 , 86.5平米 , 南 北 , 简装 ,,  学军,13人关注 , 共0次带看 , 一年前发布
430万,世纪新城东区  , 2室2厅 , 92.72平米 , 东 , 精装 ,,  嘉绿,118人关注 , 共0次带看 , 一年前发布
387万,三墩颐景园  , 3室2厅 , 124.75平米 , 南 北 , 精装 ,,  三墩,160人关注 , 共0次带看 , 一年前发布
550万,翠苑佳居  , 3室2厅 , 111.68平米 , 南 , 简装 ,,  翠苑,32人关注 , 共0次带看 , 一年前发布
300万,万塘路300号  , 2室1厅 , 68.47平米 , 东 西 , 简装 ,,  翠苑,72人关注 , 共0次带看 , 一年前发布
446万,云溪香山  , 3室2厅 , 127.26平米 , 南 , 精装 ,,  转塘,49人关注 , 共0次带看 , 一年前发布
280万,城北商贸园  , 2室1厅 , 67.2平米 , 南 , 简装 ,,  申花,44人关注 , 共0次带看 , 一年前发布
550万,紫金庭园  , 2室2厅 , 113.93平米 , 南 北 , 精装 ,,  文三西路,7人关注 , 共0次带看 , 一年前发布
380万,高教新村  , 2室2厅 , 74.52平米 , 南 , 简装 ,,  文一西路,21人关注 , 共1次带看 , 一年前发布
320万,留和家苑  , 3室2厅 , 104.69平米 , 南 , 简装,,  西溪,93人关注 , 共0次带看 , 一年前发布
500万,雅仕苑  , 3室1厅 , 107.49平米 , 南 北 , 简装 ,,  文一西路,64人关注 , 共1次带看 , 一年前发布
310万,康乐香港城  , 3室2厅 , 81.36平米 , 南 , 简装 ,,  文三西路,21人关注 , 共0次带看 , 一年前发布
540万,马塍路35号  , 2室1厅 , 69.11平米 , 南 , 简装 ,,  学军,30人关注 , 共0次带看 , 一年前发布
308万,人和家园  , 3室2厅 , 139.72平米 , 南 北 , 简装 ,,  留下,92人关注 , 共0次带看 , 一年前发布
315万,中海紫藤苑  , 2室2厅 , 89平米 , 南 北 , 精装 ,,  三墩,113人关注 , 共0次带看 , 一年前发布
348万,西荡苑梨苑  , 3室1厅 , 74.99平米 , 南 , 简装 ,,  文三西路,24人关注 , 共0次带看 , 一年前发布
360万,金成花园  , 2室1厅 , 70.43平米 , 南 北 , 简装 ,,  文一西路,29人关注 , 共0次带看 , 11个月以前发布
310万,富丽花园(西湖)  , 2室2厅 , 72.97平米 , 南 北 , 简装 ,,  文三西路,10人关注 , 共0次带看 , 10个月以前发布
400万,天苑花园  , 3室1厅 , 101平米 , 南 北 , 简装 ,,  翠苑,12人关注 , 共0次带看 , 10个月以前发布
385万,益乐路20号  , 3室2厅 , 84.79平米 , 南 , 精装 ,,  嘉绿,42人关注 , 共4次带看 , 10个月以前发布
250万,都市阳光嘉苑  , 3室2厅 , 83.08平米 , 南 , 精装 ,,  良渚,138人关注 , 共0次带看 , 10个月以前发布
280万,亚洲城花园  , 2室1厅 , 63.68平米 , 南 北 , 简装 ,,  古荡,9人关注 , 共0次带看 , 10个月以前发布
440万,嘉绿名苑  , 2室1厅 , 79.75平米 , 南 , 精装 ,,  嘉绿,26人关注 , 共0次带看 , 10个月以前发布
325万,新世纪花苑  , 3室2厅 , 103平米 , 南 北 , 精装 ,,  三墩,53人关注 , 共0次带看 , 10个月以前发布
385万,康乐香港城  , 3室2厅 , 99.8平米 , 南 , 简装 ,,  文三西路,15人关注 , 共0次带看 , 10个月以前发布
1298万,西溪诚园知敬苑  , 3室2厅 , 156.27平米 , 南 北 , 精装 ,,  西溪,21人关注 , 共0次带看 , 10个月以前发布
530万,金色蓝庭  , 3室2厅 , 88.57平米 , 南 北 , 精装 ,,  嘉绿,31人关注 , 共0次带看 , 10个月以前发布
615万,紫金文苑  , 3室2厅 , 132.46平米 , 南 , 简装 ,,  申花,13人关注 , 共0次带看 , 10个月以前发布
290万,天苑花园  , 2室1厅 , 72.77平米 , 南 , 简装 ,,  翠苑,3人关注 , 共0次带看 , 10个月以前发布
530万,广宇西城年华  , 2室2厅 , 99.55平米 , 南 西 , 精装 ,,  申花,8人关注 , 共0次带看 , 10个月以前发布
420万,坤和西溪里  , 2室2厅 , 86.49平米 , 南 , 简装 ,,  西溪,14人关注 , 共1次带看 , 10个月以前发布
630万,学苑春晓  , 4室2厅 , 136平米 , 南 北 , 简装 ,,  翠苑,15人关注 , 共0次带看 , 9个月以前发布
980万,梧桐公寓  , 3室2厅 , 153.65平米 , 南 , 精装 ,,  文教,27人关注 , 共0次带看 , 9个月以前发布
595万,西溪诚园致诚苑  , 3室2厅 , 87.94平米 , 南 , 精装 ,,  西溪,25人关注 , 共0次带看 , 9个月以前发布
245万,翠苑四区  , 2室1厅 , 51.98平米 , 东 南 北 , 简装 ,,  翠苑,48人关注 , 共0次带看 , 9个月以前发布
365万,金地自在城  , 3室1厅 , 88.89平米 , 南 , 精装 ,,  三墩,66人关注 , 共0次带看 , 9个月以前发布
390万,丹桂公寓  , 2室2厅 , 76.21平米 , 南 , 简装 ,,  文三西路,18人关注 , 共0次带看 , 9个月以前发布
300万,嘉绿西苑  , 2室1厅 , 56.66平米 , 南 , 精装 ,,  嘉绿,56人关注 , 共4次带看 , 9个月以前发布
424万,雅仕苑  , 3室1厅 , 88.94平米 , 南 , 简装 ,,  文一西路,15人关注 , 共1次带看 , 9个月以前发布
250万,城北商贸园  , 2室1厅 , 79.05平米 , 南 , 简装 ,,  申花,71人关注 , 共0次带看 , 8个月以前发布
315万,金地自在城  , 3室2厅 , 88.5平米 , 南 北 , 精装 ,,  三墩,90人关注 , 共2次带看 , 8个月以前发布
298万,教工路52号  , 3室1厅 , 67.91平米 , 南 , 简装 ,,  九莲,62人关注 , 共1次带看 , 8个月以前发布
440万,南都德迦东区  , 2室2厅 , 85.64平米 , 南 , 简装 ,,  文三西路,14人关注 , 共1次带看 , 8个月以前发布
450万,富越香溪  , 2室1厅 , 85平米 , 南 , 精装 ,,  西溪,14人关注 , 共0次带看 , 8个月以前发布
415万,文一路60号  , 2室2厅 , 70.53平米 , 南 北 , 精装,,  文教,11人关注 , 共1次带看 , 8个月以前发布
